ID,Prix,Quantite,Remise,CA_Brut,CA_Net,TVA
5010,215.8,1,5.0,215.8,205.01,41.0
5011,63.25,20,20.0,1265.0,1012.0,202.4
5012,444.49,5,25.0,2222.45,1666.84,333.37
5013,303.97,14,25.0,4255.58,3191.68,638.34
5014,300.33,9,20.0,2702.97,2162.38,432.48
5015,111.2,14,25.0,1556.8,1167.6,233.52
5016,115.47,20,5.0,2309.4,2193.93,438.79
5017,227.18,8,0.0,1817.44,1817.44,363.49
5018,284.7,3,20.0,854.1,683.28,136.66
5019,365.39,2,0.0,730.78,730.78,146.16
5020,30.32,5,15.0,151.6,128.86,25.77
5021,440.93,3,25.0,1322.79,992.09,198.42
5022,299.47,9,15.0,2695.23,2290.95,458.19
5023,407.97,16,10.0,6527.52,5874.77,1174.95
5024,16.57,13,10.0,215.41,193.87,38.77
5025,310.39,20,5.0,6207.8,5897.41,1179.48
5026,134.55,10,15.0,1345.5,1143.67,228.74
5027,496.03,20,20.0,9920.6,7936.48,1587.3
5028,404.27,1,5.0,404.27,384.06,76.81
5029,494.44,18,25.0,8899.92,6674.94,1334.99
5030,56.96,12,5.0,683.52,649.34,129.87
5031,29.99,16,0.0,479.84,479.84,95.97
5032,261.1,6,20.0,1566.6,1253.28,250.66
5033,184.03,13,20.0,2392.39,1913.91,382.78
5034,221.35,20,0.0,4427.0,4427.0,885.4
5035,132.9,15,0.0,1993.5,1993.5,398.7
5036,210.51,3,5.0,631.53,599.95,119.99
5037,331.32,7,10.0,2319.24,2087.32,417.46
5038,404.32,9,5.0,3638.88,3456.94,691.39
5039,200.93,16,0.0,3214.88,3214.88,642.98
5040,272.85,17,20.0,4638.45,3710.76,742.15
5041,322.64,14,20.0,4516.96,3613.57,722.71
5042,60.46,18,10.0,1088.28,979.45,195.89
5043,102.61,8,10.0,820.88,738.79,147.76
5044,91.45,17,0.0,1554.65,1554.65,310.93
5045,293.06,11,0.0,3223.66,3223.66,644.73
5046,458.5,19,5.0,8711.5,8275.92,1655.18
5047,5.23,16,0.0,83.68,83.68,16.74
5048,110.55,2,15.0,221.1,187.94,37.59
5049,428.19,6,5.0,2569.14,2440.68,488.14
5050,360.03,2,10.0,720.06,648.05,129.61
5051,54.17,3,20.0,162.51,130.01,26.0
5052,224.8,12,5.0,2697.6,2562.72,512.54
5053,83.9,4,10.0,335.6,302.04,60.41
5054,486.54,16,20.0,7784.64,6227.71,1245.54
5055,455.95,5,25.0,2279.75,1709.81,341.96
5056,36.21,18,20.0,651.78,521.42,104.28
5057,390.16,7,0.0,2731.12,2731.12,546.22
5058,256.65,5,25.0,1283.25,962.44,192.49
5059,89.82,5,15.0,449.1,381.73,76.35
5060,300.33,9,5.0,2702.97,2567.82,513.56
5061,482.52,12,25.0,5790.24,4342.68,868.54
5062,320.9,4,5.0,1283.6,1219.42,243.88
5063,271.41,10,5.0,2714.1,2578.4,515.68
5064,281.1,11,10.0,3092.1,2782.89,556.58
5065,288.95,20,15.0,5779.0,4912.15,982.43
5066,102.05,7,10.0,714.35,642.92,128.58
5067,304.36,19,25.0,5782.84,4337.13,867.43
5068,237.49,16,10.0,3799.84,3419.86,683.97
5069,7.65,18,5.0,137.7,130.81,26.16
5070,261.78,2,10.0,523.56,471.2,94.24
5071,213.14,20,20.0,4262.8,3410.24,682.05
5072,49.61,10,25.0,496.1,372.08,74.42
5073,202.97,11,20.0,2232.67,1786.14,357.23
5074,73.82,18,10.0,1328.76,1195.88,239.18
5075,320.64,14,20.0,4488.96,3591.17,718.23
5076,425.39,3,20.0,1276.17,1020.94,204.19
5077,14.71,8,25.0,117.68,88.26,17.65
5078,13.52,13,10.0,175.76,158.18,31.64
5079,415.99,15,5.0,6239.85,5927.86,1185.57
5080,99.97,6,20.0,599.82,479.86,95.97
5081,280.28,18,0.0,5045.04,5045.04,1009.01
5082,103.36,13,5.0,1343.68,1276.5,255.3
5083,98.57,6,0.0,591.42,591.42,118.28
5084,354.8,12,10.0,4257.6,3831.84,766.37
5085,176.48,3,25.0,529.44,397.08,79.42
5086,70.51,8,20.0,564.08,451.26,90.25
5087,466.11,15,10.0,6991.65,6292.49,1258.5
5088,421.87,2,15.0,843.74,717.18,143.44
5089,49.47,15,5.0,742.05,704.95,140.99
5090,479.2,5,0.0,2396.0,2396.0,479.2
5091,443.79,16,20.0,7100.64,5680.51,1136.1
5092,138.12,19,10.0,2624.28,2361.85,472.37
5093,389.21,8,5.0,3113.68,2958.0,591.6
5094,358.05,2,15.0,716.1,608.69,121.74
5095,128.16,18,20.0,2306.88,1845.5,369.1
5096,436.38,18,20.0,7854.84,6283.87,1256.77
5097,414.13,20,0.0,8282.6,8282.6,1656.52
5098,61.02,16,0.0,976.32,976.32,195.26
5099,281.44,14,5.0,3940.16,3743.15,748.63
5100,261.51,10,20.0,2615.1,2092.08,418.42
5101,442.4,8,5.0,3539.2,3362.24,672.45
5102,68.73,4,10.0,274.92,247.43,49.49
5103,99.3,20,20.0,1986.0,1588.8,317.76
5104,168.02,1,20.0,168.02,134.42,26.88
5105,294.04,10,5.0,2940.4,2793.38,558.68
5106,426.56,15,25.0,6398.4,4798.8,959.76
5107,327.34,16,25.0,5237.44,3928.08,785.62
5108,428.16,17,0.0,7278.72,7278.72,1455.74
5109,115.68,16,25.0,1850.88,1388.16,277.63
5110,444.75,12,20.0,5337.0,4269.6,853.92
5111,241.68,10,0.0,2416.8,2416.8,483.36
5112,359.61,10,20.0,3596.1,2876.88,575.38
5113,220.08,8,25.0,1760.64,1320.48,264.1
5114,39.69,7,20.0,277.83,222.26,44.45
5115,314.84,19,15.0,5981.96,5084.67,1016.93
5116,482.99,11,10.0,5312.89,4781.6,956.32
5117,96.3,11,5.0,1059.3,1006.33,201.27
5118,320.94,14,10.0,4493.16,4043.84,808.77
5119,473.88,1,20.0,473.88,379.1,75.82
5120,209.43,8,5.0,1675.44,1591.67,318.33
5121,467.93,19,20.0,8890.67,7112.54,1422.51
5122,129.33,2,25.0,258.66,194.0,38.8
5123,378.83,6,5.0,2272.98,2159.33,431.87
5124,499.59,4,25.0,1998.36,1498.77,299.75
5125,468.15,14,15.0,6554.1,5570.98,1114.2
5126,122.01,17,20.0,2074.17,1659.34,331.87
5127,48.11,4,10.0,192.44,173.2,34.64
5128,17.2,18,10.0,309.6,278.64,55.73
5129,433.15,1,25.0,433.15,324.86,64.97
5130,316.64,11,10.0,3483.04,3134.74,626.95
5131,460.89,2,20.0,921.78,737.42,147.48
5132,353.03,4,15.0,1412.12,1200.3,240.06
5133,498.75,19,5.0,9476.25,9002.44,1800.49
5134,394.52,5,5.0,1972.6,1873.97,374.79
5135,432.53,8,0.0,3460.24,3460.24,692.05
5136,184.6,3,0.0,553.8,553.8,110.76
5137,365.04,16,5.0,5840.64,5548.61,1109.72
5138,429.36,12,20.0,5152.32,4121.86,824.37
5139,249.16,13,15.0,3239.08,2753.22,550.64
5140,132.17,9,15.0,1189.53,1011.1,202.22
5141,13.96,11,5.0,153.56,145.88,29.18
5142,236.64,10,10.0,2366.4,2129.76,425.95
5143,298.6,6,20.0,1791.6,1433.28,286.66
5144,307.03,19,25.0,5833.57,4375.18,875.04
5145,227.41,18,10.0,4093.38,3684.04,736.81
5146,202.6,6,0.0,1215.6,1215.6,243.12
5147,210.92,3,25.0,632.76,474.57,94.91
5148,5.19,16,5.0,83.04,78.89,15.78
5149,227.21,5,10.0,1136.05,1022.44,204.49
5150,142.82,3,0.0,428.46,428.46,85.69
5151,214.62,5,15.0,1073.1,912.13,182.43
5152,180.4,7,0.0,1262.8,1262.8,252.56
5153,37.39,4,20.0,149.56,119.65,23.93
5154,14.77,8,20.0,118.16,94.53,18.91
5155,346.8,17,10.0,5895.6,5306.04,1061.21
5156,244.05,1,25.0,244.05,183.04,36.61
5157,94.08,15,25.0,1411.2,1058.4,211.68
5158,340.76,13,25.0,4429.88,3322.41,664.48
5159,136.71,19,5.0,2597.49,2467.62,493.52
5160,467.66,7,10.0,3273.62,2946.26,589.25
5161,421.29,15,0.0,6319.35,6319.35,1263.87
5162,313.9,4,20.0,1255.6,1004.48,200.9
5163,462.91,7,25.0,3240.37,2430.28,486.06
5164,365.1,10,20.0,3651.0,2920.8,584.16
5165,239.17,4,0.0,956.68,956.68,191.34
5166,58.68,19,10.0,1114.92,1003.43,200.69
5167,237.13,8,5.0,1897.04,1802.19,360.44
5168,366.35,3,15.0,1099.05,934.19,186.84
5169,156.16,1,5.0,156.16,148.35,29.67
5170,292.66,12,5.0,3511.92,3336.32,667.26
5171,464.16,16,20.0,7426.56,5941.25,1188.25
5172,428.16,7,20.0,2997.12,2397.7,479.54
5173,157.09,9,5.0,1413.81,1343.12,268.62
5174,16.52,16,0.0,264.32,264.32,52.86
5175,206.09,12,10.0,2473.08,2225.77,445.15
5176,406.78,15,15.0,6101.7,5186.44,1037.29
5177,125.03,6,0.0,750.18,750.18,150.04
5178,301.74,12,25.0,3620.88,2715.66,543.13
5179,278.02,4,5.0,1112.08,1056.48,211.3
5180,50.03,15,5.0,750.45,712.93,142.59
5181,435.1,18,0.0,7831.8,7831.8,1566.36
5182,465.98,11,25.0,5125.78,3844.34,768.87
5183,442.83,3,25.0,1328.49,996.37,199.27
5184,367.21,10,15.0,3672.1,3121.28,624.26
5185,499.79,1,20.0,499.79,399.83,79.97
5186,198.66,3,20.0,595.98,476.78,95.36
5187,299.26,3,10.0,897.78,808.0,161.6
5188,219.28,20,25.0,4385.6,3289.2,657.84
5189,194.61,4,5.0,778.44,739.52,147.9
5190,465.23,4,10.0,1860.92,1674.83,334.97
5191,13.56,6,25.0,81.36,61.02,12.2
5192,213.36,1,0.0,213.36,213.36,42.67
5193,468.04,15,15.0,7020.6,5967.51,1193.5
5194,211.81,6,10.0,1270.86,1143.77,228.75
5195,171.91,4,25.0,687.64,515.73,103.15
5196,110.94,7,10.0,776.58,698.92,139.78
5197,275.07,5,15.0,1375.35,1169.05,233.81
5198,426.53,8,5.0,3412.24,3241.63,648.33
5199,427.31,9,25.0,3845.79,2884.34,576.87
5200,201.92,10,0.0,2019.2,2019.2,403.84
5201,306.03,20,10.0,6120.6,5508.54,1101.71
5202,102.58,7,15.0,718.06,610.35,122.07
5203,119.98,10,10.0,1199.8,1079.82,215.96
5204,297.4,16,25.0,4758.4,3568.8,713.76
5205,371.04,11,10.0,4081.44,3673.3,734.66
5206,445.68,7,0.0,3119.76,3119.76,623.95
5207,262.47,13,25.0,3412.11,2559.08,511.82
5208,193.29,3,0.0,579.87,579.87,115.97
5209,451.42,1,0.0,451.42,451.42,90.28
5210,230.49,4,0.0,921.96,921.96,184.39
5211,64.41,2,10.0,128.82,115.94,23.19
5212,276.76,10,25.0,2767.6,2075.7,415.14
5213,178.96,8,25.0,1431.68,1073.76,214.75
5214,206.32,1,0.0,206.32,206.32,41.26
5215,479.25,15,15.0,7188.75,6110.44,1222.09
5216,365.6,15,20.0,5484.0,4387.2,877.44
5217,91.11,17,15.0,1548.87,1316.54,263.31
5218,68.84,6,25.0,413.04,309.78,61.96
5219,422.97,9,25.0,3806.73,2855.05,571.01
5220,127.36,7,0.0,891.52,891.52,178.3
5221,193.47,10,25.0,1934.7,1451.03,290.21
5222,306.6,17,5.0,5212.2,4951.59,990.32
5223,476.46,18,15.0,8576.28,7289.84,1457.97
5224,247.61,11,15.0,2723.71,2315.15,463.03
5225,85.41,12,10.0,1024.92,922.43,184.49
5226,397.0,18,10.0,7146.0,6431.4,1286.28
5227,242.15,13,20.0,3147.95,2518.36,503.67
5228,97.03,1,25.0,97.03,72.77,14.55
5229,396.25,18,15.0,7132.5,6062.62,1212.53
5230,38.6,16,20.0,617.6,494.08,98.82
5231,380.12,7,0.0,2660.84,2660.84,532.17
5232,9.6,14,0.0,134.4,134.4,26.88
5233,42.64,14,0.0,596.96,596.96,119.39
5234,489.72,7,15.0,3428.04,2913.83,582.77
5235,127.17,7,10.0,890.19,801.17,160.23
5236,249.47,12,5.0,2993.64,2843.96,568.79
5237,130.72,12,25.0,1568.64,1176.48,235.3
5238,76.01,16,5.0,1216.16,1155.35,231.07
5239,75.71,3,10.0,227.13,204.42,40.88
5240,399.66,16,5.0,6394.56,6074.83,1214.97
5241,31.86,7,5.0,223.02,211.87,42.37
5242,292.02,11,10.0,3212.22,2891.0,578.2
5243,93.92,8,0.0,751.36,751.36,150.27
5244,421.92,20,5.0,8438.4,8016.48,1603.3
5245,372.76,18,15.0,6709.68,5703.23,1140.65
5246,219.47,6,0.0,1316.82,1316.82,263.36
5247,438.88,20,5.0,8777.6,8338.72,1667.74
5248,84.55,6,15.0,507.3,431.2,86.24
5249,354.35,3,10.0,1063.05,956.75,191.35
5250,12.26,8,25.0,98.08,73.56,14.71
5251,238.4,2,20.0,476.8,381.44,76.29
5252,439.7,17,15.0,7474.9,6353.66,1270.73
5253,251.65,15,10.0,3774.75,3397.28,679.46
5254,228.33,6,20.0,1369.98,1095.98,219.2
5255,80.58,13,15.0,1047.54,890.41,178.08
5256,63.56,12,25.0,762.72,572.04,114.41
5257,467.52,14,0.0,6545.28,6545.28,1309.06
5258,276.62,19,15.0,5255.78,4467.41,893.48
5259,214.39,2,5.0,428.78,407.34,81.47
5260,185.35,17,5.0,3150.95,2993.4,598.68
5261,200.09,2,15.0,400.18,340.15,68.03
5262,420.92,16,15.0,6734.72,5724.51,1144.9
5263,320.75,15,0.0,4811.25,4811.25,962.25
5264,209.66,8,20.0,1677.28,1341.82,268.36
5265,257.12,4,25.0,1028.48,771.36,154.27
5266,221.35,14,10.0,3098.9,2789.01,557.8
5267,343.94,10,10.0,3439.4,3095.46,619.09
5268,234.96,12,0.0,2819.52,2819.52,563.9
5269,8.9,7,5.0,62.3,59.19,11.84
5270,113.42,18,5.0,2041.56,1939.48,387.9
5271,182.66,8,25.0,1461.28,1095.96,219.19
5272,209.25,17,10.0,3557.25,3201.53,640.31
5273,263.88,2,15.0,527.76,448.6,89.72
5274,331.13,13,10.0,4304.69,3874.22,774.84
5275,211.26,12,20.0,2535.12,2028.1,405.62
5276,216.42,15,10.0,3246.3,2921.67,584.33
5277,343.17,19,5.0,6520.23,6194.22,1238.84
5278,402.9,3,0.0,1208.7,1208.7,241.74
5279,211.72,1,5.0,211.72,201.13,40.23
5280,294.37,2,5.0,588.74,559.3,111.86
5281,36.12,13,25.0,469.56,352.17,70.43
5282,117.82,20,15.0,2356.4,2002.94,400.59
5283,196.05,3,25.0,588.15,441.11,88.22
5284,71.34,2,15.0,142.68,121.28,24.26
5285,458.33,2,10.0,916.66,824.99,165.0
5286,19.3,12,5.0,231.6,220.02,44.0
5287,152.94,5,15.0,764.7,650.0,130.0
5288,308.57,7,0.0,2159.99,2159.99,432.0
5289,354.35,10,20.0,3543.5,2834.8,566.96
5290,190.2,15,15.0,2853.0,2425.05,485.01
5291,19.94,5,0.0,99.7,99.7,19.94
5292,150.16,6,0.0,900.96,900.96,180.19
5293,230.03,9,0.0,2070.27,2070.27,414.05
5294,77.71,1,10.0,77.71,69.94,13.99
5295,412.15,12,10.0,4945.8,4451.22,890.24
5296,330.3,2,5.0,660.6,627.57,125.51
5297,307.97,13,15.0,4003.61,3403.07,680.61
5298,193.48,6,20.0,1160.88,928.7,185.74
5299,94.49,7,25.0,661.43,496.07,99.21
5300,172.18,3,10.0,516.54,464.89,92.98
5301,229.19,9,20.0,2062.71,1650.17,330.03
5302,426.5,17,20.0,7250.5,5800.4,1160.08
5303,57.29,11,15.0,630.19,535.66,107.13
5304,265.86,11,20.0,2924.46,2339.57,467.91
5305,122.75,16,0.0,1964.0,1964.0,392.8
5306,473.95,14,0.0,6635.3,6635.3,1327.06
5307,410.97,13,0.0,5342.61,5342.61,1068.52
5308,241.94,13,20.0,3145.22,2516.18,503.24
5309,35.34,16,5.0,565.44,537.17,107.43
5310,454.0,6,5.0,2724.0,2587.8,517.56
5311,47.02,12,5.0,564.24,536.03,107.21
5312,447.53,8,0.0,3580.24,3580.24,716.05
5313,321.85,18,20.0,5793.3,4634.64,926.93
5314,39.5,2,0.0,79.0,79.0,15.8
5315,494.7,18,0.0,8904.6,8904.6,1780.92
5316,171.87,9,15.0,1546.83,1314.81,262.96
5317,150.12,17,5.0,2552.04,2424.44,484.89
5318,63.72,19,20.0,1210.68,968.54,193.71
5319,226.28,8,5.0,1810.24,1719.73,343.95
5320,360.98,19,25.0,6858.62,5143.97,1028.79
5321,151.46,10,5.0,1514.6,1438.87,287.77
5322,157.21,18,0.0,2829.78,2829.78,565.96
5323,75.5,14,0.0,1057.0,1057.0,211.4
5324,323.11,17,25.0,5492.87,4119.65,823.93
5325,190.46,19,10.0,3618.74,3256.87,651.37
5326,34.79,10,10.0,347.9,313.11,62.62
5327,137.71,14,10.0,1927.94,1735.15,347.03
5328,411.1,7,10.0,2877.7,2589.93,517.99
5329,116.54,6,20.0,699.24,559.39,111.88
5330,409.09,14,5.0,5727.26,5440.9,1088.18
5331,95.62,1,15.0,95.62,81.28,16.26
5332,152.12,18,25.0,2738.16,2053.62,410.72
5333,455.33,4,10.0,1821.32,1639.19,327.84
5334,147.84,4,15.0,591.36,502.66,100.53
5335,328.03,19,10.0,6232.57,5609.31,1121.86
5336,419.5,2,10.0,839.0,755.1,151.02
5337,351.45,8,25.0,2811.6,2108.7,421.74
5338,276.5,19,10.0,5253.5,4728.15,945.63
5339,432.92,16,5.0,6926.72,6580.38,1316.08
5340,109.84,10,25.0,1098.4,823.8,164.76
5341,62.86,20,15.0,1257.2,1068.62,213.72
5342,193.02,3,20.0,579.06,463.25,92.65
5343,330.38,20,15.0,6607.6,5616.46,1123.29
5344,353.17,17,10.0,6003.89,5403.5,1080.7
5345,388.55,14,25.0,5439.7,4079.77,815.95
5346,87.2,15,20.0,1308.0,1046.4,209.28
5347,288.61,7,5.0,2020.27,1919.26,383.85
5348,496.3,2,5.0,992.6,942.97,188.59
5349,396.47,15,0.0,5947.05,5947.05,1189.41
5350,239.38,9,5.0,2154.42,2046.7,409.34
5351,452.87,4,0.0,1811.48,1811.48,362.3
5352,185.71,9,20.0,1671.39,1337.11,267.42
5353,195.1,10,0.0,1951.0,1951.0,390.2
5354,87.09,10,0.0,870.9,870.9,174.18
5355,313.99,3,5.0,941.97,894.87,178.97
5356,68.93,5,25.0,344.65,258.49,51.7
5357,429.81,3,15.0,1289.43,1096.02,219.2
5358,469.31,9,20.0,4223.79,3379.03,675.81
5359,213.19,12,15.0,2558.28,2174.54,434.91
5360,298.23,6,25.0,1789.38,1342.04,268.41
5361,392.1,20,25.0,7842.0,5881.5,1176.3
5362,403.01,15,15.0,6045.15,5138.38,1027.68
5363,167.26,10,10.0,1672.6,1505.34,301.07
5364,59.16,5,20.0,295.8,236.64,47.33
5365,87.6,9,10.0,788.4,709.56,141.91
5366,154.33,7,15.0,1080.31,918.26,183.65
5367,111.98,17,15.0,1903.66,1618.11,323.62
5368,254.03,8,0.0,2032.24,2032.24,406.45
5369,116.32,12,15.0,1395.84,1186.46,237.29
5370,119.56,8,10.0,956.48,860.83,172.17
5371,31.34,20,20.0,626.8,501.44,100.29
5372,178.7,5,5.0,893.5,848.82,169.76
5373,102.18,8,20.0,817.44,653.95,130.79
5374,318.19,8,10.0,2545.52,2290.97,458.19
5375,101.21,14,0.0,1416.94,1416.94,283.39
5376,33.03,16,10.0,528.48,475.63,95.13
5377,110.66,10,10.0,1106.6,995.94,199.19
5378,356.32,1,25.0,356.32,267.24,53.45
5379,199.16,4,20.0,796.64,637.31,127.46
5380,379.7,10,5.0,3797.0,3607.15,721.43
5381,56.38,14,25.0,789.32,591.99,118.4
5382,447.03,1,25.0,447.03,335.27,67.05
5383,46.85,2,15.0,93.7,79.64,15.93
5384,420.32,18,5.0,7565.76,7187.47,1437.49
5385,484.56,6,15.0,2907.36,2471.26,494.25
5386,433.57,15,10.0,6503.55,5853.2,1170.64
5387,106.29,11,20.0,1169.19,935.35,187.07
5388,116.49,13,10.0,1514.37,1362.93,272.59
5389,34.64,5,25.0,173.2,129.9,25.98
5390,488.43,14,10.0,6838.02,6154.22,1230.84
5391,279.83,10,25.0,2798.3,2098.72,419.75
5392,463.04,18,20.0,8334.72,6667.78,1333.56
5393,383.31,17,10.0,6516.27,5864.64,1172.93
5394,87.72,13,20.0,1140.36,912.29,182.46
5395,155.06,20,0.0,3101.2,3101.2,620.24
5396,219.43,11,0.0,2413.73,2413.73,482.75
5397,232.54,2,15.0,465.08,395.32,79.06
5398,259.1,11,20.0,2850.1,2280.08,456.02
5399,349.14,12,25.0,4189.68,3142.26,628.45
5400,346.55,1,20.0,346.55,277.24,55.45
5401,62.65,9,25.0,563.85,422.89,84.58
5402,109.71,14,5.0,1535.94,1459.14,291.83
5403,496.69,3,5.0,1490.07,1415.57,283.11
5404,469.92,17,25.0,7988.64,5991.48,1198.3
5405,56.81,13,10.0,738.53,664.68,132.94
5406,228.41,2,25.0,456.82,342.62,68.52
5407,22.99,9,10.0,206.91,186.22,37.24
5408,272.48,18,25.0,4904.64,3678.48,735.7
5409,368.5,3,5.0,1105.5,1050.22,210.04
5410,83.36,3,20.0,250.08,200.06,40.01
5411,244.08,13,15.0,3173.04,2697.08,539.42
5412,356.8,2,10.0,713.6,642.24,128.45
5413,371.73,16,10.0,5947.68,5352.91,1070.58
5414,109.54,19,5.0,2081.26,1977.2,395.44
5415,366.33,9,5.0,3296.97,3132.12,626.42
5416,417.47,11,10.0,4592.17,4132.95,826.59
5417,166.13,5,10.0,830.65,747.59,149.52
5418,492.18,3,25.0,1476.54,1107.4,221.48
5419,270.98,15,20.0,4064.7,3251.76,650.35
5420,367.27,17,10.0,6243.59,5619.23,1123.85
5421,463.27,1,10.0,463.27,416.94,83.39
5422,159.75,19,0.0,3035.25,3035.25,607.05
5423,39.41,5,10.0,197.05,177.34,35.47
5424,111.76,16,20.0,1788.16,1430.53,286.11
5425,369.45,20,10.0,7389.0,6650.1,1330.02
5426,228.95,14,10.0,3205.3,2884.77,576.95
5427,481.11,8,5.0,3848.88,3656.44,731.29
5428,490.95,4,5.0,1963.8,1865.61,373.12
5429,395.12,16,25.0,6321.92,4741.44,948.29
5430,75.74,15,5.0,1136.1,1079.29,215.86
5431,165.36,18,25.0,2976.48,2232.36,446.47
5432,146.78,10,10.0,1467.8,1321.02,264.2
5433,73.5,15,5.0,1102.5,1047.38,209.48
5434,163.57,7,15.0,1144.99,973.24,194.65
5435,164.74,4,5.0,658.96,626.01,125.2
5436,115.09,10,15.0,1150.9,978.27,195.65
5437,251.31,12,20.0,3015.72,2412.58,482.52
5438,470.09,9,15.0,4230.81,3596.19,719.24
5439,483.33,14,5.0,6766.62,6428.29,1285.66
5440,314.85,14,15.0,4407.9,3746.72,749.34
5441,75.25,1,15.0,75.25,63.96,12.79
5442,233.83,17,0.0,3975.11,3975.11,795.02
5443,298.15,18,10.0,5366.7,4830.03,966.01
5444,189.9,6,20.0,1139.4,911.52,182.3
5445,213.9,20,10.0,4278.0,3850.2,770.04
5446,88.22,9,5.0,793.98,754.28,150.86
5447,145.79,2,25.0,291.58,218.69,43.74
5448,48.71,19,25.0,925.49,694.12,138.82
5449,132.06,10,10.0,1320.6,1188.54,237.71
5450,127.21,10,20.0,1272.1,1017.68,203.54
5451,227.59,20,5.0,4551.8,4324.21,864.84
5452,30.98,19,5.0,588.62,559.19,111.84
5453,489.53,14,20.0,6853.42,5482.74,1096.55
5454,144.2,2,0.0,288.4,288.4,57.68
5455,162.46,3,10.0,487.38,438.64,87.73
5456,322.28,20,0.0,6445.6,6445.6,1289.12
5457,330.55,20,5.0,6611.0,6280.45,1256.09
5458,309.64,18,0.0,5573.52,5573.52,1114.7
5459,260.33,1,10.0,260.33,234.3,46.86
5460,127.48,6,15.0,764.88,650.15,130.03
5461,33.18,16,5.0,530.88,504.34,100.87
5462,244.85,1,15.0,244.85,208.12,41.62
5463,283.55,17,25.0,4820.35,3615.26,723.05
5464,231.18,11,10.0,2542.98,2288.68,457.74
5465,279.71,14,5.0,3915.94,3720.14,744.03
5466,195.46,10,25.0,1954.6,1465.95,293.19
5467,20.77,17,5.0,353.09,335.44,67.09
5468,111.0,19,25.0,2109.0,1581.75,316.35
5469,480.6,12,5.0,5767.2,5478.84,1095.77
5470,166.91,13,20.0,2169.83,1735.86,347.17
5471,424.44,13,5.0,5517.72,5241.83,1048.37
5472,457.31,7,25.0,3201.17,2400.88,480.18
5473,338.19,10,5.0,3381.9,3212.8,642.56
5474,135.04,1,0.0,135.04,135.04,27.01
5475,262.29,12,15.0,3147.48,2675.36,535.07
5476,134.95,15,15.0,2024.25,1720.61,344.12
5477,313.38,2,10.0,626.76,564.08,112.82
5478,369.18,19,0.0,7014.42,7014.42,1402.88
5479,130.76,20,25.0,2615.2,1961.4,392.28
5480,292.06,14,10.0,4088.84,3679.96,735.99
5481,55.6,8,0.0,444.8,444.8,88.96
5482,402.87,9,0.0,3625.83,3625.83,725.17
5483,240.42,9,25.0,2163.78,1622.83,324.57
5484,27.38,5,0.0,136.9,136.9,27.38
5485,364.77,5,20.0,1823.85,1459.08,291.82
5486,452.4,16,15.0,7238.4,6152.64,1230.53
5487,442.68,16,20.0,7082.88,5666.3,1133.26
5488,307.59,2,10.0,615.18,553.66,110.73
5489,373.07,17,5.0,6342.19,6025.08,1205.02
5490,332.62,20,15.0,6652.4,5654.54,1130.91
5491,323.73,17,5.0,5503.41,5228.24,1045.65
5492,24.17,17,0.0,410.89,410.89,82.18
5493,457.96,5,5.0,2289.8,2175.31,435.06
5494,189.67,9,0.0,1707.03,1707.03,341.41
5495,100.88,13,20.0,1311.44,1049.15,209.83
5496,68.32,7,10.0,478.24,430.42,86.08
5497,52.46,15,0.0,786.9,786.9,157.38
5498,154.16,19,25.0,2929.04,2196.78,439.36
5499,202.22,14,0.0,2831.08,2831.08,566.22
5500,407.49,1,15.0,407.49,346.37,69.27
5501,336.43,13,15.0,4373.59,3717.55,743.51
5502,331.56,2,5.0,663.12,629.96,125.99
5503,338.88,18,10.0,6099.84,5489.86,1097.97
5504,129.18,12,10.0,1550.16,1395.14,279.03
5505,425.03,4,0.0,1700.12,1700.12,340.02
5506,409.51,19,20.0,7780.69,6224.55,1244.91
5507,481.56,3,5.0,1444.68,1372.45,274.49
5508,369.9,9,20.0,3329.1,2663.28,532.66
5509,428.58,12,0.0,5142.96,5142.96,1028.59
5510,417.98,4,5.0,1671.92,1588.32,317.66
5511,488.85,9,10.0,4399.65,3959.69,791.94
5512,236.45,5,20.0,1182.25,945.8,189.16
5513,51.46,16,10.0,823.36,741.02,148.2
5514,149.41,13,5.0,1942.33,1845.21,369.04
5515,483.67,5,15.0,2418.35,2055.6,411.12
5516,367.68,2,0.0,735.36,735.36,147.07
5517,264.45,8,10.0,2115.6,1904.04,380.81
5518,142.06,2,15.0,284.12,241.5,48.3
5519,299.65,6,15.0,1797.9,1528.21,305.64
5520,367.6,5,5.0,1838.0,1746.1,349.22
5521,67.1,9,25.0,603.9,452.92,90.58
5522,413.58,17,5.0,7030.86,6679.32,1335.86
5523,216.53,18,25.0,3897.54,2923.15,584.63
5524,294.47,14,20.0,4122.58,3298.06,659.61
5525,53.03,1,15.0,53.03,45.08,9.02
5526,186.51,18,0.0,3357.18,3357.18,671.44
5527,76.72,18,20.0,1380.96,1104.77,220.95
5528,475.46,1,25.0,475.46,356.59,71.32
5529,137.96,8,5.0,1103.68,1048.5,209.7
5530,423.74,8,0.0,3389.92,3389.92,677.98
5531,303.84,10,10.0,3038.4,2734.56,546.91
5532,178.24,14,5.0,2495.36,2370.59,474.12
5533,273.66,10,0.0,2736.6,2736.6,547.32
5534,309.05,4,25.0,1236.2,927.15,185.43
5535,202.57,14,25.0,2835.98,2126.99,425.4
5536,105.29,19,0.0,2000.51,2000.51,400.1
