ID,Prix,Quantite,Remise
2723,422.43,11,25
2724,194.74,17,0
2725,70.12,6,0
2726,104.08,5,15
2727,65.25,19,10
2728,251.06,9,10
2729,287.06,1,15
2730,142.75,20,25
2731,90.32,18,5
2732,464.3,16,0
2733,388.99,7,10
2734,443.26,15,5
2735,88.22,9,10
2736,235.45,20,20
2737,412.01,17,25
2738,336.02,15,0
2739,395.37,2,20
2740,239.82,18,15
2741,384.81,9,15
2742,383.33,4,20
2743,177.38,15,20
2744,53.26,17,10
2745,419.99,4,10
2746,148.3,7,15
2747,280.21,18,10
2748,451.99,3,25
2749,76.24,2,5
2750,182.06,19,10
2751,307.85,3,15
2752,302.66,4,25
2753,260.29,7,20
2754,158.0,4,5
2755,383.23,14,10
2756,451.23,16,5
2757,376.06,3,25
2758,356.35,6,5
2759,480.86,14,10
2760,333.13,11,10
2761,289.75,19,15
2762,206.3,10,5
2763,159.58,7,5
2764,278.65,12,10
2765,417.7,16,5
2766,248.62,20,10
2767,27.91,16,0
2768,459.78,7,10
2769,292.19,3,15
2770,420.23,19,10
2771,71.55,9,20
2772,338.47,10,10
2773,495.82,20,25
2774,252.61,3,10
2775,333.85,16,20
2776,282.86,7,0
2777,108.48,19,15
2778,452.18,2,5
2779,428.35,12,25
2780,73.27,17,25
2781,398.78,14,0
2782,309.91,3,5
2783,435.71,18,10
2784,10.27,2,25
2785,181.61,7,10
2786,248.74,16,20
2787,101.52,20,10
2788,267.09,20,10
2789,483.11,2,5
2790,382.86,1,15
2791,311.95,4,20
2792,93.38,13,5
2793,235.56,15,10
2794,201.93,6,5
2795,422.56,5,15
2796,330.71,15,5
2797,179.3,1,15
2798,327.05,6,20
2799,8.94,3,5
2800,231.16,17,0
2801,226.95,19,0
2802,359.22,5,10
2803,257.42,1,15
2804,441.54,19,10
2805,115.99,20,0
2806,255.23,17,20
2807,22.69,11,10
2808,444.5,1,25
2809,438.08,2,15
2810,173.79,20,10
2811,73.51,15,25
2812,371.85,18,25
2813,21.82,12,5
2814,309.49,14,5
2815,483.82,9,15
2816,150.69,14,15
2817,223.58,15,0
2818,54.0,16,15
2819,355.48,8,0
2820,72.62,17,5
2821,334.74,7,20
2822,208.17,2,0
2823,262.61,6,10
2824,10.37,6,0
2825,104.15,7,10
2826,133.42,3,15
2827,269.99,12,25
2828,419.7,15,0
2829,158.82,12,25
2830,179.49,16,25
2831,12.78,14,0
2832,390.54,17,25
2833,184.3,13,15
2834,168.16,5,25
2835,393.34,7,20
2836,124.5,20,25
2837,382.36,1,15
2838,56.37,18,15
2839,237.44,11,15
2840,127.46,8,10
2841,382.41,14,15
2842,122.99,12,15
2843,359.71,16,20
2844,12.93,19,25
2845,117.25,13,15
2846,247.62,12,0
2847,282.33,4,10
2848,8.75,17,15
2849,187.56,13,15
2850,267.97,16,20
2851,200.32,2,25
2852,268.72,12,25
2853,441.97,2,25
2854,367.55,14,5
2855,464.59,8,15
2856,43.7,10,15
2857,228.39,16,25
2858,11.52,20,25
2859,389.32,5,0
2860,445.78,16,20
2861,253.95,14,5
2862,111.12,8,0
2863,131.11,2,25
2864,188.91,16,25
2865,339.82,16,10
2866,455.22,17,10
2867,60.11,18,25
2868,434.54,19,0
2869,186.81,17,10
2870,388.83,15,15
2871,99.09,3,15
2872,385.36,3,10
2873,429.97,5,20
2874,104.79,6,10
2875,370.05,15,20
2876,482.13,19,0
2877,417.88,18,20
2878,314.4,14,10
2879,334.74,7,20
2880,307.85,18,20
2881,429.71,2,5
2882,7.75,17,5
2883,248.99,12,20
2884,322.24,1,10
2885,11.52,10,25
2886,427.76,8,10
2887,382.23,3,5
2888,473.89,4,20
2889,297.58,11,15
2890,223.17,18,20
2891,128.59,10,15
2892,200.89,6,0
2893,320.29,19,0
2894,107.27,7,20
2895,121.84,2,25
2896,336.29,17,0
2897,252.58,2,5
2898,30.84,1,10
2899,62.16,12,15
2900,293.16,11,20
2901,175.71,17,10
2902,24.89,11,10
2903,179.44,13,15
2904,69.05,16,0
2905,142.91,14,20
2906,284.07,16,10
2907,476.7,20,0
2908,419.22,14,25
2909,321.09,15,0
2910,382.09,19,10
2911,8.91,20,10
2912,455.49,9,5
2913,270.4,5,25
2914,460.79,14,20
2915,330.4,3,5
2916,22.69,10,0
2917,259.78,19,15
2918,425.88,19,10
2919,101.18,13,20
2920,438.63,7,15
2921,463.42,18,0
2922,30.61,8,5
2923,493.15,20,20
2924,182.4,10,10
2925,338.2,16,25
2926,64.44,16,25
2927,224.56,13,20
2928,13.81,3,20
2929,338.51,10,10
2930,226.28,13,15
2931,225.16,13,10
2932,421.78,11,15
2933,170.36,15,0
2934,194.45,12,0
2935,225.98,10,5
2936,339.08,4,15
2937,193.63,13,20
2938,313.7,5,5
2939,241.74,5,0
2940,367.74,5,10
2941,135.81,19,10
2942,80.43,19,10
2943,34.89,12,25
2944,372.06,1,25
2945,217.29,12,20
2946,261.14,17,10
2947,38.84,15,5
2948,112.17,9,15
2949,243.67,4,0
2950,290.07,18,20
2951,9.79,8,20
2952,423.09,5,15
2953,97.78,15,15
2954,440.59,13,10
2955,330.26,4,5
2956,70.03,4,0
2957,193.88,14,5
2958,319.74,5,15
2959,22.17,15,15
2960,56.35,16,5
2961,431.05,18,5
2962,21.33,16,15
2963,150.33,11,5
2964,238.84,15,25
2965,70.57,2,0
2966,302.01,1,25
2967,332.72,11,15
2968,335.45,14,20
2969,440.49,7,25
2970,15.45,13,10
2971,13.16,17,0
2972,463.78,11,15
2973,152.49,20,0
2974,169.2,17,25
2975,454.89,7,15
2976,153.28,6,20
2977,304.4,5,0
2978,78.88,3,5
2979,364.22,15,15
2980,405.12,10,25
2981,231.96,17,0
2982,427.93,14,10
2983,189.55,2,5
2984,466.29,12,0
2985,119.66,6,5
2986,89.85,6,10
2987,158.12,7,0
2988,62.92,5,20
2989,357.91,17,15
2990,371.49,1,20
2991,256.0,17,20
2992,258.01,12,25
2993,474.41,5,0
2994,272.42,20,5
2995,352.01,19,20
2996,108.23,14,25
2997,499.59,11,25
2998,344.72,3,25
2999,406.3,11,5
3000,136.55,13,10
3001,368.15,4,15
3002,471.37,2,0
3003,319.87,3,15
3004,204.68,15,25
3005,480.01,14,20
3006,37.31,20,5
3007,351.67,12,15
3008,289.71,17,10
3009,339.18,8,15
3010,159.13,5,15
3011,130.37,12,15
3012,137.55,10,25
3013,130.47,13,10
3014,379.05,2,10
3015,97.93,13,0
3016,143.05,5,5
3017,64.85,6,5
3018,320.49,16,10
3019,453.88,13,5
3020,210.27,6,0
3021,197.57,2,15
3022,144.53,16,25
3023,33.39,1,15
3024,194.1,9,15
3025,434.44,1,0
3026,24.66,15,0
3027,135.97,3,10
3028,336.6,10,10
3029,107.08,10,10
3030,29.89,13,15
3031,315.08,8,15
3032,185.3,10,15
3033,72.62,20,5
3034,197.25,4,20
3035,27.83,14,15
3036,243.83,19,0
3037,141.76,14,15
3038,430.71,11,15
3039,427.72,16,5
3040,462.12,1,20
3041,151.41,7,15
3042,372.53,7,25
3043,347.06,8,10
3044,62.48,19,5
3045,352.41,1,5
3046,276.12,13,25
3047,378.38,3,5
3048,330.78,8,15
3049,247.62,15,15
3050,33.01,7,20
3051,88.36,11,0
3052,110.24,5,10
3053,45.55,7,10
3054,249.2,3,20
3055,204.95,3,0
3056,184.57,5,15
3057,277.05,18,15
3058,63.85,5,0
3059,111.33,20,25
3060,395.79,3,25
3061,472.19,13,0
3062,39.14,19,5
3063,207.0,20,15
3064,49.59,1,5
3065,471.18,9,0
3066,7.32,16,25
3067,257.55,13,15
3068,197.73,20,0
3069,208.25,16,5
3070,272.23,17,5
3071,304.37,13,15
3072,156.95,8,15
3073,479.51,16,10
3074,26.42,11,5
3075,173.64,20,0
3076,455.15,20,10
3077,306.93,18,0
3078,371.37,10,10
3079,97.92,8,5
3080,358.62,9,20
3081,21.96,1,10
3082,475.93,11,15
3083,99.43,13,15
3084,178.88,10,20
3085,432.09,11,15
3086,255.66,14,5
3087,84.96,19,15
3088,494.81,3,10
3089,340.13,3,10
3090,325.46,15,15
3091,304.72,17,5
3092,205.08,13,0
3093,496.4,19,15
3094,470.59,8,20
3095,98.11,14,25
3096,324.13,9,25
3097,37.18,16,5
3098,429.15,20,10
3099,101.24,16,25
3100,63.5,11,20
3101,469.04,14,5
3102,137.56,4,25
3103,325.96,2,10
3104,301.62,18,20
3105,56.43,13,0
3106,151.53,20,20
3107,398.5,1,15
3108,85.16,1,20
3109,217.77,10,0
3110,486.92,16,10
3111,276.89,1,10
3112,236.99,16,0
3113,145.31,14,0
3114,12.53,5,0
3115,49.07,20,10
3116,267.31,2,0
3117,364.48,12,20
3118,115.01,18,25
3119,19.48,3,25
3120,28.1,20,0
3121,394.91,2,10
3122,486.54,14,15
3123,160.98,6,20
3124,300.85,1,5
3125,256.01,5,20
3126,63.77,11,25
3127,330.72,17,20
3128,63.45,7,20
3129,467.28,6,20
3130,224.77,9,10
3131,459.46,13,0
3132,256.87,20,5
3133,434.44,10,15
3134,474.7,19,20
3135,109.45,15,25
3136,72.37,13,5
3137,439.8,7,25
3138,146.6,20,0
3139,191.86,4,25
3140,134.95,5,15
3141,338.81,3,0
3142,303.38,8,0
3143,177.34,20,15
3144,428.53,17,10
3145,189.91,4,5
3146,275.97,13,20
3147,426.45,13,0
3148,26.0,16,5
3149,63.62,4,5
3150,9.29,9,10
3151,29.78,6,15
3152,19.8,8,5
3153,339.93,3,25
3154,30.66,5,20
3155,194.39,2,5
3156,310.49,6,5
3157,215.24,2,20
3158,149.54,18,5
3159,334.02,20,10
3160,97.95,17,20
3161,129.23,7,15
3162,474.96,10,5
3163,129.86,14,20
3164,370.18,6,15
3165,250.1,8,0
3166,363.64,8,20
3167,381.51,4,0
3168,169.03,19,10
3169,208.7,19,25
3170,477.5,14,25
3171,310.86,2,20
3172,361.99,1,20
3173,214.1,11,0
3174,224.48,11,0
3175,32.64,13,25
3176,407.46,10,0
3177,386.22,12,10
3178,123.67,14,20
3179,485.15,1,20
3180,491.85,14,25
3181,351.16,14,20
3182,401.93,4,5
3183,87.31,11,15
3184,313.97,13,10
3185,45.0,8,0
3186,199.63,1,15
3187,255.54,6,10
3188,96.29,3,15
3189,266.49,14,5
3190,301.9,15,15
3191,194.03,8,5
3192,48.31,20,0
3193,123.69,17,20
3194,51.98,11,10
3195,379.44,12,25
3196,137.64,12,15
3197,297.49,1,0
3198,459.97,12,25
3199,380.31,13,15
3200,439.74,7,0
3201,400.97,11,15
3202,94.47,2,10
3203,243.79,17,10
3204,486.06,20,5
3205,427.19,6,0
3206,270.43,7,10
3207,273.3,8,5
3208,293.99,3,25
3209,94.48,20,25
3210,190.83,18,25
3211,425.64,19,5
3212,474.02,14,20
3213,490.51,2,20
3214,177.08,16,25
3215,222.1,5,15
3216,157.15,9,10
3217,460.16,19,25
3218,101.6,9,15
3219,482.71,16,15
3220,224.34,11,5
3221,490.97,20,20
3222,195.13,9,10
3223,418.33,2,10
3224,319.28,5,0
3225,128.36,2,20
3226,269.9,17,25
3227,75.1,15,15
3228,497.22,14,25
3229,479.82,20,20
3230,313.07,6,15
3231,291.0,15,15
3232,317.13,14,25
3233,97.18,18,20
3234,313.67,4,5
3235,337.88,20,25
3236,283.41,10,15
3237,366.74,13,0
3238,116.82,6,0
3239,439.09,3,15
3240,181.97,2,25
3241,430.54,7,5
3242,380.11,11,10
3243,229.36,5,20
3244,88.05,20,20
3245,17.01,3,10
3246,458.22,20,25
3247,362.16,10,25
3248,157.58,1,5
3249,142.51,8,25
3250,414.11,3,10
3251,169.83,1,20
3252,40.27,5,15
3253,10.42,6,10
3254,416.96,18,20
3255,170.12,4,25
3256,425.4,6,10
3257,359.71,18,20
3258,76.72,14,10
3259,185.43,5,25
3260,312.14,12,10
3261,68.64,9,5
3262,377.4,10,20
3263,202.03,3,5
3264,371.42,3,25
3265,385.97,7,15
3266,212.16,3,15
3267,447.22,20,0
3268,432.7,6,15
3269,146.1,3,0
3270,367.12,5,15
3271,165.91,9,25
3272,172.29,10,25
3273,181.09,20,5
3274,89.91,13,5
3275,103.96,13,25
3276,163.77,7,10
3277,241.78,16,5
3278,427.76,1,10
3279,210.99,17,15
3280,199.52,14,0
3281,42.69,2,5
3282,179.89,4,15
3283,343.55,7,15
3284,6.83,9,15
3285,55.33,14,10
3286,233.51,7,25
3287,116.69,6,15
3288,454.93,6,15
3289,484.53,11,5
3290,384.76,4,25
3291,494.42,13,15
3292,445.65,2,25
3293,435.79,10,5
3294,301.11,2,15
3295,279.74,18,25
3296,132.59,11,10
3297,489.51,18,5
3298,399.28,4,20
3299,496.35,16,5
3300,481.65,18,20
3301,189.22,16,0
3302,281.15,16,5
3303,272.96,16,5
3304,435.66,15,5
3305,331.18,6,25
3306,331.11,1,20
3307,163.55,5,15
3308,83.4,2,10
3309,436.77,1,10
3310,339.46,5,5
3311,167.28,14,20
3312,195.3,16,20
3313,92.79,17,0
3314,267.12,19,10
3315,214.98,7,5
3316,394.69,13,0
3317,380.36,8,20
3318,64.87,9,5
3319,28.21,12,10
3320,27.76,13,10
3321,118.42,2,5
3322,394.29,7,25
3323,143.78,18,20
3324,497.04,8,10
3325,58.31,11,5
3326,27.93,5,0
3327,215.21,5,10
3328,162.28,5,0
3329,199.77,19,5
3330,27.06,2,20
3331,391.82,15,0
3332,224.39,16,15
3333,382.27,1,0
3334,142.57,1,0
3335,429.5,2,10
3336,181.24,14,5
3337,124.83,11,25
3338,262.5,17,5
3339,394.66,3,25
3340,257.04,8,0
3341,165.0,16,10
3342,418.78,9,15
3343,407.12,7,25
3344,74.32,19,0
3345,47.96,6,10
3346,411.62,10,0
3347,465.42,4,0
3348,179.18,19,0
3349,167.25,12,5
3350,7.55,8,10
3351,305.2,7,25
3352,444.91,7,0
3353,23.16,18,20
3354,142.28,16,5
3355,435.8,11,25
3356,247.16,9,15
3357,309.2,15,25
3358,175.88,1,10
3359,315.85,13,25
3360,458.26,2,0
3361,204.86,15,10
3362,24.31,13,15
3363,165.65,13,25
3364,83.71,19,25
3365,157.64,11,5
3366,101.43,10,0
3367,496.25,14,5
3368,451.38,15,0
3369,21.39,10,0
3370,216.9,3,0
3371,357.01,1,15
3372,462.48,4,25
3373,241.72,9,20
3374,283.22,9,15
3375,113.8,7,10
3376,185.83,2,25
3377,486.14,2,25
3378,135.09,1,10
3379,70.62,18,25
3380,310.13,7,0
3381,78.52,10,0
3382,290.9,15,5
3383,52.08,6,20
3384,448.83,9,25
3385,282.4,6,20
3386,71.98,15,10
3387,207.73,13,20
3388,236.6,15,20
3389,53.07,5,20
3390,370.62,5,5
3391,381.47,12,0
3392,137.07,6,0
3393,359.09,15,10
3394,141.19,15,5
3395,297.28,8,20
3396,492.5,13,15
3397,132.57,19,10
3398,171.25,1,10
3399,442.45,12,20
3400,467.13,18,15
3401,133.56,4,10
3402,47.76,4,0
3403,274.96,17,15
3404,167.8,8,20
3405,30.3,14,25
3406,473.46,7,15
3407,255.12,19,0
3408,477.13,11,0
3409,470.23,11,20
3410,323.18,13,10
3411,272.47,8,5
3412,424.12,5,5
3413,469.36,12,0
3414,485.03,1,20
3415,37.15,7,15
3416,464.91,15,10
3417,330.08,6,20
3418,326.14,13,15
3419,377.45,10,0
3420,458.26,3,5
3421,437.74,20,15
3422,489.64,19,25
3423,191.65,5,5
3424,453.42,5,20
3425,21.48,12,10
3426,206.73,15,20
3427,389.34,15,25
3428,327.06,13,15
3429,206.72,3,0
3430,289.52,9,15
3431,50.28,9,10
3432,167.39,16,0
3433,150.3,2,25
3434,235.33,5,5
3435,491.84,20,10
3436,429.43,8,25
3437,365.43,1,0
3438,456.57,7,15
3439,97.27,18,10
3440,460.58,16,0
3441,228.96,20,15
3442,46.65,20,20
3443,443.36,20,25
3444,83.52,10,25
3445,429.69,17,10
3446,292.34,1,20
3447,310.76,12,15
3448,7.28,19,15
3449,125.11,7,5
3450,314.03,20,25
3451,100.24,17,20
3452,366.57,11,20
3453,302.15,8,15
3454,156.04,11,25
3455,62.34,8,15
3456,251.8,10,15
3457,84.43,13,0
3458,194.23,19,20
3459,186.84,8,20
3460,47.4,20,25
3461,281.79,11,25
3462,364.97,2,10
3463,44.08,1,10
3464,446.08,8,5
3465,354.44,10,5
3466,246.64,14,20
3467,332.84,10,25
3468,75.26,4,15
3469,228.31,7,25
3470,402.4,14,25
3471,431.38,5,20
3472,361.19,15,5
3473,69.55,4,0
3474,325.08,19,5
3475,236.96,1,10
3476,206.51,9,15
3477,160.1,4,0
3478,277.47,8,10
3479,450.91,19,20
3480,180.65,12,20
3481,415.74,3,10
3482,207.88,20,25
3483,268.6,17,15
3484,424.45,8,10
3485,32.79,13,10
3486,230.8,16,0
3487,148.16,2,15
3488,483.3,5,5
3489,60.33,11,0
3490,495.73,17,20
3491,57.52,6,10
3492,218.09,7,15
3493,195.32,17,10
3494,88.04,20,20
3495,280.55,3,0
3496,458.24,7,0
3497,492.04,8,10
3498,138.8,11,5
3499,226.75,15,0
3500,135.12,8,25
3501,179.07,9,25
3502,495.29,18,15
3503,167.17,8,15
3504,334.99,2,15
3505,368.58,8,0
3506,12.88,4,10
3507,250.89,14,5
3508,137.3,5,10
3509,150.0,9,20
3510,495.45,10,15
3511,449.02,11,5
3512,176.67,4,25
3513,383.87,7,25
3514,296.81,1,15
3515,316.07,10,15
3516,300.14,9,5
3517,276.21,13,20
3518,259.66,15,20
3519,271.18,20,15
3520,453.88,13,0
3521,209.17,3,15
3522,275.69,6,5
3523,5.16,12,25
3524,413.48,9,0
3525,231.72,4,0
3526,477.51,12,25
3527,393.72,3,10
3528,61.55,2,0
3529,428.14,20,5
3530,402.81,16,0
3531,181.29,10,15
3532,347.23,19,25
3533,125.74,6,20
3534,200.31,10,0
3535,402.89,19,20
3536,425.73,18,10
3537,160.4,6,20
3538,215.33,19,15
3539,99.17,8,20
3540,391.2,20,5
3541,446.97,19,5
3542,194.36,8,15
3543,492.19,3,5
3544,258.29,15,15
3545,134.19,12,15
3546,373.26,15,15
3547,421.52,18,10
3548,342.0,17,20
3549,330.95,1,25
3550,322.09,1,10
3551,352.55,5,5
3552,186.92,1,0
3553,147.32,15,5
3554,291.36,18,10
3555,378.52,1,25
3556,251.32,8,0
3557,34.02,18,15
3558,238.84,15,20
3559,304.74,19,15
3560,256.73,10,15
3561,331.31,16,5
3562,433.74,2,0
3563,108.99,15,0
3564,420.76,8,0
3565,249.22,9,0
3566,133.22,2,15
3567,303.47,19,10
3568,396.58,6,0
3569,47.79,11,20
3570,130.31,15,5
3571,419.16,9,20
3572,472.04,2,10
3573,301.12,8,20
3574,334.07,17,20
3575,25.02,6,25
3576,316.97,15,25
3577,28.61,3,10
3578,19.97,4,5
3579,61.78,9,20
3580,369.53,12,25
3581,234.83,17,20
3582,265.7,4,25
3583,444.32,8,15
3584,248.83,14,10
3585,291.59,15,20
3586,166.96,16,15
3587,467.53,8,5
3588,238.37,11,0
3589,341.23,12,25
3590,348.22,9,25
3591,475.01,11,5
3592,414.22,3,0
3593,303.03,20,10
3594,271.57,12,10
3595,414.16,9,15
3596,489.96,17,15
3597,431.73,18,25
3598,24.48,19,10
3599,102.14,16,10
3600,325.04,16,25
3601,480.03,5,0
3602,88.16,3,25
3603,146.3,1,15
3604,367.14,1,25
3605,189.03,20,20
3606,351.58,15,0
3607,373.65,9,20
3608,117.56,19,10
3609,213.52,18,0
3610,248.38,19,20
3611,113.53,12,15
3612,223.49,3,5
3613,338.75,20,5
3614,75.05,7,15
3615,197.17,5,15
3616,63.3,10,20
3617,295.21,15,10
3618,429.27,16,20
3619,241.23,13,20
3620,476.4,2,20
3621,270.02,8,0
3622,383.08,13,0
3623,87.07,9,20
3624,283.34,13,0
3625,209.09,12,20
3626,417.71,6,20
3627,44.08,20,0
3628,326.97,8,0
3629,309.68,11,20
3630,76.24,7,15
3631,466.07,10,25
3632,59.01,17,15
3633,203.77,14,5
3634,57.64,8,20
3635,78.6,19,5
3636,41.04,17,20
3637,63.57,15,10
3638,442.23,1,10
3639,307.14,15,25
3640,312.12,19,0
3641,84.69,2,10
3642,393.86,18,20
3643,276.75,17,0
3644,458.35,19,20
3645,46.24,12,0
3646,179.85,19,25
3647,182.14,20,10
3648,465.29,18,25
3649,497.98,4,25
3650,107.74,16,10
3651,218.54,9,10
3652,51.55,4,10
3653,161.0,5,10
3654,452.83,7,10
3655,450.63,12,0
3656,260.45,18,5
3657,141.02,2,15
3658,498.44,11,0
3659,408.93,17,25
3660,126.68,18,20
3661,218.5,20,15
3662,123.62,15,5
3663,485.54,11,15
3664,370.28,9,20
3665,41.29,2,20
3666,111.86,10,25
3667,40.77,6,20
3668,164.61,7,25
3669,303.55,9,10
3670,456.56,5,25
3671,188.6,13,10
3672,378.16,6,15
3673,407.19,9,10
3674,99.53,19,0
3675,31.64,6,20
3676,188.13,15,5
3677,272.74,4,10
3678,358.1,11,5
3679,355.92,8,25
3680,5.56,10,25
3681,67.54,3,10
3682,163.3,11,15
3683,25.7,2,5
3684,207.87,10,25
3685,338.72,14,0
3686,225.46,5,5
3687,420.14,13,0
3688,294.66,8,0
3689,324.89,3,25
3690,53.71,19,25
3691,58.63,8,25
3692,499.51,20,20
3693,345.96,6,15
3694,493.96,14,20
3695,459.53,13,0
3696,267.71,5,25
3697,277.13,18,10
3698,42.59,16,0
3699,169.08,6,25
3700,325.45,5,5
3701,452.1,17,10
3702,418.45,15,5
3703,295.77,7,20
3704,386.47,11,25
3705,213.13,18,20
3706,178.77,20,20
3707,35.12,16,25
3708,372.71,4,0
3709,167.73,10,25
3710,89.1,10,25
3711,117.12,12,10
3712,48.3,14,15
3713,394.09,20,5
3714,341.2,7,25
3715,209.44,3,5
3716,144.0,11,25
3717,363.55,14,5
3718,23.65,20,25
3719,412.8,16,10
3720,70.59,17,25
3721,40.21,6,10
3722,170.11,11,15
3723,109.9,13,15
3724,330.61,11,20
3725,353.85,16,10
3726,166.64,8,10
3727,221.81,13,25
3728,121.0,4,5
3729,25.49,9,0
3730,474.94,4,20
3731,80.12,16,25
3732,123.78,13,10
3733,145.01,13,10
3734,425.85,6,25
3735,179.61,14,25
3736,430.95,4,25
3737,170.21,16,5
3738,192.71,6,20
3739,384.66,14,20
3740,288.13,5,20
3741,465.68,3,10
3742,137.0,15,0
3743,486.2,12,15
3744,121.71,3,10
3745,14.99,16,25
3746,103.91,10,25
3747,117.72,17,15
3748,237.68,11,25
3749,233.19,15,5
3750,273.14,2,5
3751,20.77,4,0
3752,277.11,17,20
3753,400.1,20,25
3754,416.09,5,5
3755,91.51,14,15
3756,157.13,20,0
3757,442.19,8,0
3758,123.72,7,5
3759,188.81,6,25
3760,149.69,1,25
3761,243.39,20,5
3762,373.52,9,20
3763,401.56,7,0
3764,339.12,5,20
3765,387.14,10,25
3766,76.71,18,0
3767,405.28,15,25
3768,308.44,5,0
3769,194.45,12,20
3770,47.39,19,0
3771,264.52,7,5
3772,125.51,14,10
3773,440.67,10,5
3774,197.61,11,5
3775,473.54,16,5
3776,244.61,13,15
3777,157.17,11,20
3778,210.39,10,0
3779,284.81,15,25
3780,383.15,13,10
3781,427.6,1,20
3782,403.01,13,25
3783,269.54,12,0
3784,284.59,8,10
3785,359.71,9,5
3786,149.46,10,15
3787,218.8,8,25
3788,213.94,20,25
3789,49.92,14,5
3790,63.28,5,15
3791,114.04,4,25
3792,207.75,7,10
3793,397.47,7,20
3794,59.53,8,25
3795,391.7,4,10
3796,462.89,12,25
3797,345.78,18,5
3798,395.43,1,25
3799,421.95,14,5
3800,140.1,18,10
3801,359.09,6,20
3802,74.07,7,0
3803,112.01,19,20
3804,115.19,5,25
3805,284.63,4,5
3806,388.77,19,20
3807,49.81,3,15
3808,322.4,6,25
3809,239.69,9,20
3810,49.4,9,15
3811,332.54,12,15
3812,267.02,1,15
3813,459.88,12,15
3814,277.03,15,20
3815,428.61,1,15
3816,240.02,9,0
3817,395.49,2,0
3818,316.17,5,25
3819,102.0,1,10
3820,90.3,16,15
3821,275.72,16,20
3822,331.01,8,15
3823,318.0,9,10
3824,351.6,8,20
3825,357.78,18,10
3826,439.45,3,0
3827,162.05,13,15
3828,469.15,20,25
3829,416.83,11,15
3830,143.65,8,15
3831,482.47,5,10
3832,239.97,15,10
3833,281.99,9,15
3834,483.78,1,25
3835,362.85,16,0
3836,168.8,5,25
3837,71.27,15,15
3838,42.22,19,5
3839,87.04,15,25
3840,34.92,9,15
3841,485.57,12,5
3842,52.88,11,10
3843,110.97,14,0
3844,40.31,12,0
3845,190.87,2,5
3846,492.12,17,25
3847,191.22,11,20
3848,419.42,7,20
3849,5.09,12,15
3850,495.14,7,20
3851,277.72,8,10
3852,194.11,13,20
3853,98.21,20,15
3854,369.67,10,15
3855,139.77,6,5
3856,281.97,7,25
3857,180.56,13,15
3858,466.55,5,20
3859,280.15,15,5
3860,232.54,2,0
3861,333.19,13,20
3862,344.56,8,20
3863,378.67,17,20
3864,31.3,2,5
3865,264.06,19,0
3866,395.21,2,25
3867,315.29,10,0
3868,39.21,13,0
3869,194.35,17,5
3870,317.07,2,5
3871,404.76,4,15
3872,71.63,19,20
3873,468.12,9,10
3874,398.66,4,5
3875,123.88,12,0
3876,49.6,20,10
3877,486.38,5,25
3878,337.8,5,25
3879,139.91,14,10
3880,118.8,12,10
3881,336.63,13,0
3882,105.32,19,20
3883,117.15,13,25
3884,45.98,18,10
3885,23.87,1,15
3886,46.89,13,0
3887,83.86,9,10
3888,357.43,8,0
3889,300.85,5,20
3890,112.79,5,20
3891,270.61,9,25
3892,144.98,4,10
3893,136.62,14,15
3894,222.72,19,5
3895,82.19,18,25
3896,78.69,1,20
3897,223.73,13,25
3898,118.72,16,15
3899,194.22,20,10
3900,236.91,12,15
3901,185.33,15,15
3902,20.43,3,25
3903,278.8,3,5
3904,175.57,12,10
3905,225.37,1,0
3906,282.61,5,0
3907,125.48,8,15
3908,345.02,2,20
3909,37.96,12,20
3910,423.0,2,10
3911,296.72,3,5
3912,25.24,10,0
3913,155.39,7,25
3914,394.11,1,5
3915,195.05,9,20
3916,219.44,12,0
3917,373.33,1,0
3918,56.76,16,10
3919,70.57,7,15
3920,306.96,18,10
3921,72.82,7,20
3922,88.66,18,20
3923,428.99,3,10
3924,335.36,16,10
3925,242.27,3,0
3926,39.27,9,10
3927,128.01,7,5
3928,56.98,10,20
3929,338.33,13,10
3930,44.58,1,20
3931,230.5,3,15
3932,438.84,19,0
3933,265.27,9,25
3934,120.04,8,5
3935,426.1,9,0
3936,69.51,6,5
3937,291.47,4,25
3938,197.48,9,10
3939,296.93,8,10
3940,12.35,14,15
3941,269.87,15,10
3942,225.95,10,10
3943,341.95,2,25
3944,453.84,4,5
3945,271.39,13,25
3946,470.56,17,25
3947,72.54,10,15
3948,45.53,6,0
3949,465.79,9,15
3950,222.48,16,10
3951,283.76,17,15
3952,344.07,12,20
3953,275.96,11,0
3954,128.79,4,20
3955,235.31,20,0
3956,206.33,18,0
3957,358.59,11,15
3958,71.97,2,25
3959,83.05,20,0
3960,162.69,19,0
3961,469.32,7,25
3962,40.51,13,25
3963,359.3,20,5
3964,86.39,20,20
3965,495.57,16,10
3966,305.72,16,15
3967,317.76,10,0
3968,328.94,9,0
3969,311.57,13,15
3970,406.44,10,0
3971,136.41,8,0
3972,198.85,19,20
3973,203.21,11,15
3974,311.44,3,5
3975,498.47,11,20
3976,230.54,8,25
3977,404.08,11,10
3978,194.44,18,20
3979,256.68,16,25
3980,258.54,1,5
3981,225.35,20,15
3982,386.24,12,25
3983,16.11,2,20
3984,232.82,12,5
3985,420.69,20,15
3986,179.74,8,10
3987,13.64,14,25
3988,332.84,10,25
3989,392.11,8,10
3990,439.23,12,15
3991,125.21,2,5
3992,442.61,7,5
3993,292.73,6,20
